type,country,date,stat
Inflation Rate (%),US,1981-12-31 00:00:00,8.92
Inflation Rate (%),US,1981-11-30 00:00:00,9.59
Inflation Rate (%),US,1981-10-31 00:00:00,10.14
Inflation Rate (%),US,1981-09-30 00:00:00,10.95
Inflation Rate (%),US,1981-08-31 00:00:00,10.8
Inflation Rate (%),US,1981-07-31 00:00:00,10.76
Inflation Rate (%),US,1981-06-30 00:00:00,9.55
Inflation Rate (%),US,1981-05-31 00:00:00,9.78
Inflation Rate (%),US,1981-04-30 00:00:00,10.0
Inflation Rate (%),US,1981-03-31 00:00:00,10.49
Inflation Rate (%),US,1981-02-28 00:00:00,11.41
Inflation Rate (%),US,1981-01-31 00:00:00,11.83
Inflation Rate (%),US,1980-12-31 00:00:00,12.52
Inflation Rate (%),US,1980-11-30 00:00:00,12.65
Inflation Rate (%),US,1980-10-31 00:00:00,12.77
Inflation Rate (%),US,1980-09-30 00:00:00,12.6
Inflation Rate (%),US,1980-08-31 00:00:00,12.87
Inflation Rate (%),US,1980-07-31 00:00:00,13.13
Inflation Rate (%),US,1980-06-30 00:00:00,14.38
Inflation Rate (%),US,1980-05-31 00:00:00,14.41
Inflation Rate (%),US,1980-04-30 00:00:00,14.73
Inflation Rate (%),US,1980-03-31 00:00:00,14.76
Inflation Rate (%),US,1980-02-29 00:00:00,14.18
Inflation Rate (%),US,1980-01-31 00:00:00,13.91
Inflation Rate (%),US,1979-12-31 00:00:00,13.29
Inflation Rate (%),US,1979-11-30 00:00:00,12.61
Inflation Rate (%),US,1979-10-31 00:00:00,12.07
Inflation Rate (%),US,1979-09-30 00:00:00,12.18
Inflation Rate (%),US,1979-08-31 00:00:00,11.82
Inflation Rate (%),US,1979-07-31 00:00:00,11.26
Inflation Rate (%),US,1979-06-30 00:00:00,10.89
Inflation Rate (%),US,1979-05-31 00:00:00,10.85
Inflation Rate (%),US,1979-04-30 00:00:00,10.49
Inflation Rate (%),US,1979-03-31 00:00:00,10.09
Inflation Rate (%),US,1979-02-28 00:00:00,9.86
Inflation Rate (%),US,1979-01-31 00:00:00,9.28
Inflation Rate (%),US,1978-12-31 00:00:00,9.02
Inflation Rate (%),US,1978-11-30 00:00:00,8.89
Inflation Rate (%),US,1978-10-31 00:00:00,8.93
Inflation Rate (%),US,1978-09-30 00:00:00,8.31
Inflation Rate (%),US,1978-08-31 00:00:00,7.84
Inflation Rate (%),US,1978-07-31 00:00:00,7.7
Inflation Rate (%),US,1978-06-30 00:00:00,7.41
Inflation Rate (%),US,1978-05-31 00:00:00,6.97
Inflation Rate (%),US,1978-04-30 00:00:00,6.5
Inflation Rate (%),US,1978-03-31 00:00:00,6.55
Inflation Rate (%),US,1978-02-28 00:00:00,6.43
Inflation Rate (%),US,1978-01-31 00:00:00,6.84
Inflation Rate (%),US,1977-12-31 00:00:00,6.7
Inflation Rate (%),US,1977-11-30 00:00:00,6.72
Inflation Rate (%),US,1977-10-31 00:00:00,6.39
Inflation Rate (%),US,1977-09-30 00:00:00,6.6
Inflation Rate (%),US,1977-08-31 00:00:00,6.62
Inflation Rate (%),US,1977-07-31 00:00:00,6.83
Inflation Rate (%),US,1977-06-30 00:00:00,6.87
Inflation Rate (%),US,1977-05-31 00:00:00,6.73
Inflation Rate (%),US,1977-04-30 00:00:00,6.95
Inflation Rate (%),US,1977-03-31 00:00:00,6.44
Inflation Rate (%),US,1977-02-28 00:00:00,5.91
Inflation Rate (%),US,1977-01-31 00:00:00,5.22
Inflation Rate (%),US,1976-12-31 00:00:00,4.86
Inflation Rate (%),US,1976-11-30 00:00:00,4.88
Inflation Rate (%),US,1976-10-31 00:00:00,5.46
Inflation Rate (%),US,1976-09-30 00:00:00,5.49
Inflation Rate (%),US,1976-08-31 00:00:00,5.71
Inflation Rate (%),US,1976-07-31 00:00:00,5.35
Inflation Rate (%),US,1976-06-30 00:00:00,5.97
Inflation Rate (%),US,1976-05-31 00:00:00,6.2
Inflation Rate (%),US,1976-04-30 00:00:00,6.05
Inflation Rate (%),US,1976-03-31 00:00:00,6.07
Inflation Rate (%),US,1976-02-29 00:00:00,6.29
Inflation Rate (%),US,1976-01-31 00:00:00,6.72
Inflation Rate (%),US,1975-12-31 00:00:00,6.94
Inflation Rate (%),US,1975-11-30 00:00:00,7.38
Inflation Rate (%),US,1975-10-31 00:00:00,7.44
Inflation Rate (%),US,1975-09-30 00:00:00,7.91
Inflation Rate (%),US,1975-08-31 00:00:00,8.6
Inflation Rate (%),US,1975-07-31 00:00:00,9.72
Inflation Rate (%),US,1975-06-30 00:00:00,9.39
Inflation Rate (%),US,1975-05-31 00:00:00,9.46
Inflation Rate (%),US,1975-04-30 00:00:00,10.21
Inflation Rate (%),US,1975-03-31 00:00:00,10.25
Inflation Rate (%),US,1975-02-28 00:00:00,11.23
Inflation Rate (%),US,1975-01-31 00:00:00,11.8
Inflation Rate (%),US,1974-12-31 00:00:00,12.34
Inflation Rate (%),US,1974-11-30 00:00:00,12.2
Inflation Rate (%),US,1974-10-31 00:00:00,12.06
Inflation Rate (%),US,1974-09-30 00:00:00,11.95
Inflation Rate (%),US,1974-08-31 00:00:00,10.86
Inflation Rate (%),US,1974-07-31 00:00:00,11.51
Inflation Rate (%),US,1974-06-30 00:00:00,10.86
Inflation Rate (%),US,1974-05-31 00:00:00,10.71
Inflation Rate (%),US,1974-04-30 00:00:00,10.09
Inflation Rate (%),US,1974-03-31 00:00:00,10.39
Inflation Rate (%),US,1974-02-28 00:00:00,10.02
Inflation Rate (%),US,1974-01-31 00:00:00,9.39
Inflation Rate (%),US,1973-12-31 00:00:00,8.71
Inflation Rate (%),US,1973-11-30 00:00:00,8.25
Inflation Rate (%),US,1973-10-31 00:00:00,7.8
Inflation Rate (%),US,1973-09-30 00:00:00,7.36
Inflation Rate (%),US,1973-08-31 00:00:00,7.38
Inflation Rate (%),US,1973-07-31 00:00:00,5.73
Inflation Rate (%),US,1973-06-30 00:00:00,6.0
Inflation Rate (%),US,1973-05-31 00:00:00,5.53
Inflation Rate (%),US,1973-04-30 00:00:00,5.06
Inflation Rate (%),US,1973-03-31 00:00:00,4.59
Inflation Rate (%),US,1973-02-28 00:00:00,3.87
Inflation Rate (%),US,1973-01-31 00:00:00,3.65
Inflation Rate (%),US,1972-12-31 00:00:00,3.41
Inflation Rate (%),US,1972-11-30 00:00:00,3.67
Inflation Rate (%),US,1972-10-31 00:00:00,3.42
Inflation Rate (%),US,1972-09-30 00:00:00,3.19
Inflation Rate (%),US,1972-08-31 00:00:00,2.94
Inflation Rate (%),US,1972-07-31 00:00:00,2.95
Inflation Rate (%),US,1972-06-30 00:00:00,2.71
Inflation Rate (%),US,1972-05-31 00:00:00,3.23
Inflation Rate (%),US,1972-04-30 00:00:00,3.49
Inflation Rate (%),US,1972-03-31 00:00:00,3.5
Inflation Rate (%),US,1972-02-29 00:00:00,3.51
Inflation Rate (%),US,1972-01-31 00:00:00,3.27
Inflation Rate (%),US,1971-12-31 00:00:00,3.27
Inflation Rate (%),US,1971-11-30 00:00:00,3.28
Inflation Rate (%),US,1971-10-31 00:00:00,3.81
Inflation Rate (%),US,1971-09-30 00:00:00,4.08
Inflation Rate (%),US,1971-08-31 00:00:00,4.62
Inflation Rate (%),US,1971-07-31 00:00:00,4.36
Inflation Rate (%),US,1971-06-30 00:00:00,4.64
Inflation Rate (%),US,1971-05-31 00:00:00,4.4
Inflation Rate (%),US,1971-04-30 00:00:00,4.16
Inflation Rate (%),US,1971-03-31 00:00:00,4.71
Inflation Rate (%),US,1971-02-28 00:00:00,5.0
Inflation Rate (%),US,1971-01-31 00:00:00,5.29
Inflation Rate (%),US,1970-12-31 00:00:00,5.57
Inflation Rate (%),US,1970-11-30 00:00:00,5.6
Inflation Rate (%),US,1970-10-31 00:00:00,5.63
Inflation Rate (%),US,1970-09-30 00:00:00,5.66
Inflation Rate (%),US,1970-08-31 00:00:00,5.41
Inflation Rate (%),US,1970-07-31 00:00:00,5.98
Inflation Rate (%),US,1970-06-30 00:00:00,6.01
Inflation Rate (%),US,1970-05-31 00:00:00,6.04
Inflation Rate (%),US,1970-04-30 00:00:00,6.06
Inflation Rate (%),US,1970-03-31 00:00:00,5.82
Inflation Rate (%),US,1970-02-28 00:00:00,6.15
Inflation Rate (%),US,1970-01-31 00:00:00,6.18
Inflation Rate (%),US,1969-12-31 00:00:00,6.2
Inflation Rate (%),US,1969-11-30 00:00:00,5.93
Inflation Rate (%),US,1969-10-31 00:00:00,5.67
Inflation Rate (%),US,1969-09-30 00:00:00,5.7
Inflation Rate (%),US,1969-08-31 00:00:00,5.71
Inflation Rate (%),US,1969-07-31 00:00:00,5.44
Inflation Rate (%),US,1969-06-30 00:00:00,5.48
Inflation Rate (%),US,1969-05-31 00:00:00,5.51
Inflation Rate (%),US,1969-04-30 00:00:00,5.52
Inflation Rate (%),US,1969-03-31 00:00:00,5.25
Inflation Rate (%),US,1969-02-28 00:00:00,4.68
Inflation Rate (%),US,1969-01-31 00:00:00,4.4
Inflation Rate (%),US,1968-12-31 00:00:00,4.72
Inflation Rate (%),US,1968-11-30 00:00:00,4.73
Inflation Rate (%),US,1968-10-31 00:00:00,4.75
Inflation Rate (%),US,1968-09-30 00:00:00,4.46
Inflation Rate (%),US,1968-08-31 00:00:00,4.48
Inflation Rate (%),US,1968-07-31 00:00:00,4.49
Inflation Rate (%),US,1968-06-30 00:00:00,4.2
Inflation Rate (%),US,1968-05-31 00:00:00,3.92
Inflation Rate (%),US,1968-04-30 00:00:00,3.93
Inflation Rate (%),US,1968-03-31 00:00:00,3.94
Inflation Rate (%),US,1968-02-29 00:00:00,3.95
Inflation Rate (%),US,1968-01-31 00:00:00,3.65
Inflation Rate (%),US,1967-12-31 00:00:00,3.04
Inflation Rate (%),US,1967-11-30 00:00:00,2.74
Inflation Rate (%),US,1967-10-31 00:00:00,2.43
Inflation Rate (%),US,1967-09-30 00:00:00,2.75
Inflation Rate (%),US,1967-08-31 00:00:00,2.45
Inflation Rate (%),US,1967-07-31 00:00:00,2.77
Inflation Rate (%),US,1967-06-30 00:00:00,2.78
Inflation Rate (%),US,1967-05-31 00:00:00,2.79
Inflation Rate (%),US,1967-04-30 00:00:00,2.48
Inflation Rate (%),US,1967-03-31 00:00:00,2.8
Inflation Rate (%),US,1967-02-28 00:00:00,2.81
Inflation Rate (%),US,1967-01-31 00:00:00,3.46
Inflation Rate (%),US,1966-12-31 00:00:00,3.46
Inflation Rate (%),US,1966-11-30 00:00:00,3.79
Inflation Rate (%),US,1966-10-31 00:00:00,3.79
Inflation Rate (%),US,1966-09-30 00:00:00,3.48
Inflation Rate (%),US,1966-08-31 00:00:00,3.48
Inflation Rate (%),US,1966-07-31 00:00:00,2.85
Inflation Rate (%),US,1966-06-30 00:00:00,2.53
Inflation Rate (%),US,1966-05-31 00:00:00,2.87
Inflation Rate (%),US,1966-04-30 00:00:00,2.87
Inflation Rate (%),US,1966-03-31 00:00:00,2.56
Inflation Rate (%),US,1966-02-28 00:00:00,2.56
Inflation Rate (%),US,1966-01-31 00:00:00,1.92
Inflation Rate (%),US,1965-12-31 00:00:00,1.92
Inflation Rate (%),US,1965-11-30 00:00:00,1.6
Inflation Rate (%),US,1965-10-31 00:00:00,1.93
Inflation Rate (%),US,1965-09-30 00:00:00,1.61
Inflation Rate (%),US,1965-08-31 00:00:00,1.94
Inflation Rate (%),US,1965-07-31 00:00:00,1.61
Inflation Rate (%),US,1965-06-30 00:00:00,1.94
Inflation Rate (%),US,1965-05-31 00:00:00,1.62
Inflation Rate (%),US,1965-04-30 00:00:00,1.62
Inflation Rate (%),US,1965-03-31 00:00:00,1.29
Inflation Rate (%),US,1965-02-28 00:00:00,0.97
Inflation Rate (%),US,1965-01-31 00:00:00,0.97
Inflation Rate (%),US,1964-12-31 00:00:00,0.97
Inflation Rate (%),US,1964-11-30 00:00:00,1.3
Inflation Rate (%),US,1964-10-31 00:00:00,0.97
Inflation Rate (%),US,1964-09-30 00:00:00,1.3
Inflation Rate (%),US,1964-08-31 00:00:00,0.98
Inflation Rate (%),US,1964-07-31 00:00:00,1.3
Inflation Rate (%),US,1964-06-30 00:00:00,1.31
Inflation Rate (%),US,1964-05-31 00:00:00,1.31
Inflation Rate (%),US,1964-04-30 00:00:00,1.31
Inflation Rate (%),US,1964-03-31 00:00:00,1.31
Inflation Rate (%),US,1964-02-29 00:00:00,1.64
Inflation Rate (%),US,1964-01-31 00:00:00,1.64
Inflation Rate (%),US,1963-12-31 00:00:00,1.64
Inflation Rate (%),US,1963-11-30 00:00:00,1.32
Inflation Rate (%),US,1963-10-31 00:00:00,1.32
Inflation Rate (%),US,1963-09-30 00:00:00,0.99
Inflation Rate (%),US,1963-08-31 00:00:00,1.32
Inflation Rate (%),US,1963-07-31 00:00:00,1.32
Inflation Rate (%),US,1963-06-30 00:00:00,1.32
Inflation Rate (%),US,1963-05-31 00:00:00,0.99
Inflation Rate (%),US,1963-04-30 00:00:00,0.99
Inflation Rate (%),US,1963-03-31 00:00:00,1.33
Inflation Rate (%),US,1963-02-28 00:00:00,1.0
Inflation Rate (%),US,1963-01-31 00:00:00,1.33
Inflation Rate (%),US,1962-12-31 00:00:00,1.33
Inflation Rate (%),US,1962-11-30 00:00:00,1.33
Inflation Rate (%),US,1962-10-31 00:00:00,1.33
Inflation Rate (%),US,1962-09-30 00:00:00,1.33
Inflation Rate (%),US,1962-08-31 00:00:00,1.34
Inflation Rate (%),US,1962-07-31 00:00:00,1.0
Inflation Rate (%),US,1962-06-30 00:00:00,1.34
Inflation Rate (%),US,1962-05-31 00:00:00,1.34
Inflation Rate (%),US,1962-04-30 00:00:00,1.34
Inflation Rate (%),US,1962-03-31 00:00:00,1.01
Inflation Rate (%),US,1962-02-28 00:00:00,1.01
Inflation Rate (%),US,1962-01-31 00:00:00,0.67
Inflation Rate (%),US,1961-12-31 00:00:00,0.67
Inflation Rate (%),US,1961-11-30 00:00:00,0.67
Inflation Rate (%),US,1961-10-31 00:00:00,0.67
Inflation Rate (%),US,1961-09-30 00:00:00,1.35
Inflation Rate (%),US,1961-08-31 00:00:00,1.01
Inflation Rate (%),US,1961-07-31 00:00:00,1.35
Inflation Rate (%),US,1961-06-30 00:00:00,0.68
Inflation Rate (%),US,1961-05-31 00:00:00,1.02
Inflation Rate (%),US,1961-04-30 00:00:00,1.02
Inflation Rate (%),US,1961-03-31 00:00:00,1.36
Inflation Rate (%),US,1961-02-28 00:00:00,1.36
Inflation Rate (%),US,1961-01-31 00:00:00,1.71
Inflation Rate (%),US,1960-12-31 00:00:00,1.36
Inflation Rate (%),US,1960-11-30 00:00:00,1.36
Inflation Rate (%),US,1960-10-31 00:00:00,1.36
Inflation Rate (%),US,1960-09-30 00:00:00,1.02
Inflation Rate (%),US,1960-08-31 00:00:00,1.37
Inflation Rate (%),US,1960-07-31 00:00:00,1.37
Inflation Rate (%),US,1960-06-30 00:00:00,1.72
Inflation Rate (%),US,1960-05-31 00:00:00,1.72
Inflation Rate (%),US,1960-04-30 00:00:00,1.72
Inflation Rate (%),US,1960-03-31 00:00:00,1.73
Inflation Rate (%),US,1960-02-29 00:00:00,1.73
Inflation Rate (%),US,1960-01-31 00:00:00,1.03
Inflation Rate (%),US,1959-12-31 00:00:00,1.73
Inflation Rate (%),US,1959-11-30 00:00:00,1.38
Inflation Rate (%),US,1959-10-31 00:00:00,1.73
Inflation Rate (%),US,1959-09-30 00:00:00,1.38
Inflation Rate (%),US,1959-08-31 00:00:00,1.04
Inflation Rate (%),US,1959-07-31 00:00:00,0.69
Inflation Rate (%),US,1959-06-30 00:00:00,0.69
Inflation Rate (%),US,1959-05-31 00:00:00,0.35
Inflation Rate (%),US,1959-04-30 00:00:00,0.35
Inflation Rate (%),US,1959-03-31 00:00:00,0.35
Inflation Rate (%),US,1959-02-28 00:00:00,1.05
Inflation Rate (%),US,1959-01-31 00:00:00,1.4
Inflation Rate (%),US,1958-12-31 00:00:00,1.76
Inflation Rate (%),US,1958-11-30 00:00:00,2.11
Inflation Rate (%),US,1958-10-31 00:00:00,2.12
Inflation Rate (%),US,1958-09-30 00:00:00,2.12
Inflation Rate (%),US,1958-08-31 00:00:00,2.12
Inflation Rate (%),US,1958-07-31 00:00:00,2.47
Inflation Rate (%),US,1958-06-30 00:00:00,2.85
Inflation Rate (%),US,1958-05-31 00:00:00,3.21
Inflation Rate (%),US,1958-04-30 00:00:00,3.58
Inflation Rate (%),US,1958-03-31 00:00:00,3.6
Inflation Rate (%),US,1958-02-28 00:00:00,3.25
Inflation Rate (%),US,1958-01-31 00:00:00,3.62
Inflation Rate (%),US,1957-12-31 00:00:00,2.9
Inflation Rate (%),US,1957-11-30 00:00:00,3.27
Inflation Rate (%),US,1957-10-31 00:00:00,2.91
Inflation Rate (%),US,1957-09-30 00:00:00,3.28
Inflation Rate (%),US,1957-08-31 00:00:00,3.66
Inflation Rate (%),US,1957-07-31 00:00:00,3.28
Inflation Rate (%),US,1957-06-30 00:00:00,3.31
Inflation Rate (%),US,1957-05-31 00:00:00,3.7
Inflation Rate (%),US,1957-04-30 00:00:00,3.72
Inflation Rate (%),US,1957-03-31 00:00:00,3.73
Inflation Rate (%),US,1957-02-28 00:00:00,3.36
Inflation Rate (%),US,1957-01-31 00:00:00,2.99
Inflation Rate (%),US,1956-12-31 00:00:00,2.99
Inflation Rate (%),US,1956-11-30 00:00:00,2.23
Inflation Rate (%),US,1956-10-31 00:00:00,2.23
Inflation Rate (%),US,1956-09-30 00:00:00,1.86
Inflation Rate (%),US,1956-08-31 00:00:00,1.87
Inflation Rate (%),US,1956-07-31 00:00:00,2.24
Inflation Rate (%),US,1956-06-30 00:00:00,1.87
Inflation Rate (%),US,1956-05-31 00:00:00,1.12
Inflation Rate (%),US,1956-04-30 00:00:00,0.75
Inflation Rate (%),US,1956-03-31 00:00:00,0.37
Inflation Rate (%),US,1956-02-29 00:00:00,0.37
Inflation Rate (%),US,1956-01-31 00:00:00,0.37
Inflation Rate (%),US,1955-12-31 00:00:00,0.37
Inflation Rate (%),US,1955-11-30 00:00:00,0.37
Inflation Rate (%),US,1955-10-31 00:00:00,0.37
Inflation Rate (%),US,1955-09-30 00:00:00,0.37
Inflation Rate (%),US,1955-08-31 00:00:00,-0.37
Inflation Rate (%),US,1955-07-31 00:00:00,-0.37
Inflation Rate (%),US,1955-06-30 00:00:00,-0.74
Inflation Rate (%),US,1955-05-31 00:00:00,-0.74
Inflation Rate (%),US,1955-04-30 00:00:00,-0.37
Inflation Rate (%),US,1955-03-31 00:00:00,-0.74
Inflation Rate (%),US,1955-02-28 00:00:00,-0.74
Inflation Rate (%),US,1955-01-31 00:00:00,-0.74
Inflation Rate (%),US,1954-12-31 00:00:00,-0.74
Inflation Rate (%),US,1954-11-30 00:00:00,-0.37
Inflation Rate (%),US,1954-10-31 00:00:00,-0.74
Inflation Rate (%),US,1954-09-30 00:00:00,-0.37
Inflation Rate (%),US,1954-08-31 00:00:00,0.0
Inflation Rate (%),US,1954-07-31 00:00:00,0.37
Inflation Rate (%),US,1954-06-30 00:00:00,0.37
Inflation Rate (%),US,1954-05-31 00:00:00,0.75
Inflation Rate (%),US,1954-04-30 00:00:00,0.75
Inflation Rate (%),US,1954-03-31 00:00:00,1.13
Inflation Rate (%),US,1954-02-28 00:00:00,1.51
Inflation Rate (%),US,1954-01-31 00:00:00,1.13
Inflation Rate (%),US,1953-12-31 00:00:00,0.75
Inflation Rate (%),US,1953-11-30 00:00:00,0.75
Inflation Rate (%),US,1953-10-31 00:00:00,1.12
Inflation Rate (%),US,1953-09-30 00:00:00,0.75
Inflation Rate (%),US,1953-08-31 00:00:00,0.75
Inflation Rate (%),US,1953-07-31 00:00:00,0.37
Inflation Rate (%),US,1953-06-30 00:00:00,1.13
Inflation Rate (%),US,1953-05-31 00:00:00,1.14
Inflation Rate (%),US,1953-04-30 00:00:00,0.76
Inflation Rate (%),US,1953-03-31 00:00:00,1.14
Inflation Rate (%),US,1953-02-28 00:00:00,0.76
Inflation Rate (%),US,1953-01-31 00:00:00,0.38
Inflation Rate (%),US,1952-12-31 00:00:00,0.75
Inflation Rate (%),US,1952-11-30 00:00:00,1.14
Inflation Rate (%),US,1952-10-31 00:00:00,1.91
Inflation Rate (%),US,1952-09-30 00:00:00,2.3
Inflation Rate (%),US,1952-08-31 00:00:00,3.09
Inflation Rate (%),US,1952-07-31 00:00:00,3.09
Inflation Rate (%),US,1952-06-30 00:00:00,2.32
Inflation Rate (%),US,1952-05-31 00:00:00,1.93
Inflation Rate (%),US,1952-04-30 00:00:00,2.33
Inflation Rate (%),US,1952-03-31 00:00:00,1.94
Inflation Rate (%),US,1952-02-29 00:00:00,2.33
Inflation Rate (%),US,1952-01-31 00:00:00,4.33
Inflation Rate (%),US,1951-12-31 00:00:00,6.0
Inflation Rate (%),US,1951-11-30 00:00:00,6.88
Inflation Rate (%),US,1951-10-31 00:00:00,6.5
Inflation Rate (%),US,1951-09-30 00:00:00,6.97
Inflation Rate (%),US,1951-08-31 00:00:00,6.58
Inflation Rate (%),US,1951-07-31 00:00:00,7.47
Inflation Rate (%),US,1951-06-30 00:00:00,8.82
Inflation Rate (%),US,1951-05-31 00:00:00,9.28
Inflation Rate (%),US,1951-04-30 00:00:00,9.32
Inflation Rate (%),US,1951-03-31 00:00:00,9.32
Inflation Rate (%),US,1951-02-28 00:00:00,9.36
Inflation Rate (%),US,1951-01-31 00:00:00,8.09
Inflation Rate (%),US,1950-12-31 00:00:00,5.93
Inflation Rate (%),US,1950-11-30 00:00:00,3.78
Inflation Rate (%),US,1950-10-31 00:00:00,3.8
Inflation Rate (%),US,1950-09-30 00:00:00,2.09
Inflation Rate (%),US,1950-08-31 00:00:00,2.1
Inflation Rate (%),US,1950-07-31 00:00:00,1.69
Inflation Rate (%),US,1950-06-30 00:00:00,-0.42
Inflation Rate (%),US,1950-05-31 00:00:00,-0.42
Inflation Rate (%),US,1950-04-30 00:00:00,-1.26
Inflation Rate (%),US,1950-03-31 00:00:00,-0.84
Inflation Rate (%),US,1950-02-28 00:00:00,-1.26
Inflation Rate (%),US,1950-01-31 00:00:00,-2.08
Inflation Rate (%),US,1949-12-31 00:00:00,-2.07
Inflation Rate (%),US,1949-11-30 00:00:00,-1.65
Inflation Rate (%),US,1949-10-31 00:00:00,-2.87
Inflation Rate (%),US,1949-09-30 00:00:00,-2.45
Inflation Rate (%),US,1949-08-31 00:00:00,-2.86
Inflation Rate (%),US,1949-07-31 00:00:00,-2.87
Inflation Rate (%),US,1949-06-30 00:00:00,-0.83
Inflation Rate (%),US,1949-05-31 00:00:00,-0.42
Inflation Rate (%),US,1949-04-30 00:00:00,0.42
Inflation Rate (%),US,1949-03-31 00:00:00,1.71
Inflation Rate (%),US,1949-02-28 00:00:00,1.28
Inflation Rate (%),US,1949-01-31 00:00:00,1.27
Inflation Rate (%),US,1948-12-31 00:00:00,2.99
Inflation Rate (%),US,1948-11-30 00:00:00,4.76
Inflation Rate (%),US,1948-10-31 00:00:00,6.09
Inflation Rate (%),US,1948-09-30 00:00:00,6.52
Inflation Rate (%),US,1948-08-31 00:00:00,8.89
Inflation Rate (%),US,1948-07-31 00:00:00,9.91
Inflation Rate (%),US,1948-06-30 00:00:00,9.55
Inflation Rate (%),US,1948-05-31 00:00:00,9.13
Inflation Rate (%),US,1948-04-30 00:00:00,8.68
Inflation Rate (%),US,1948-03-31 00:00:00,6.85
Inflation Rate (%),US,1948-02-29 00:00:00,9.3
Inflation Rate (%),US,1948-01-31 00:00:00,10.23
Inflation Rate (%),US,1947-12-31 00:00:00,8.84
Inflation Rate (%),US,1947-11-30 00:00:00,8.45
Inflation Rate (%),US,1947-10-31 00:00:00,10.58
Inflation Rate (%),US,1947-09-30 00:00:00,12.75
Inflation Rate (%),US,1947-08-31 00:00:00,11.39
Inflation Rate (%),US,1947-07-31 00:00:00,12.12
Inflation Rate (%),US,1947-06-30 00:00:00,17.65
Inflation Rate (%),US,1947-05-31 00:00:00,18.38
Inflation Rate (%),US,1947-04-30 00:00:00,19.02
Inflation Rate (%),US,1947-03-31 00:00:00,19.67
Inflation Rate (%),US,1947-02-28 00:00:00,18.78
Inflation Rate (%),US,1947-01-31 00:00:00,18.13
Inflation Rate (%),US,1946-12-31 00:00:00,18.13
Inflation Rate (%),US,1946-11-30 00:00:00,17.68
Inflation Rate (%),US,1946-10-31 00:00:00,14.92
Inflation Rate (%),US,1946-09-30 00:00:00,12.71
Inflation Rate (%),US,1946-08-31 00:00:00,11.6
Inflation Rate (%),US,1946-07-31 00:00:00,9.39
Inflation Rate (%),US,1946-06-30 00:00:00,3.31
Inflation Rate (%),US,1946-05-31 00:00:00,3.35
Inflation Rate (%),US,1946-04-30 00:00:00,3.37
Inflation Rate (%),US,1946-03-31 00:00:00,2.81
Inflation Rate (%),US,1946-02-28 00:00:00,1.69
Inflation Rate (%),US,1946-01-31 00:00:00,2.25
Inflation Rate (%),US,1945-12-31 00:00:00,2.25
Inflation Rate (%),US,1945-11-30 00:00:00,2.26
Inflation Rate (%),US,1945-10-31 00:00:00,2.26
Inflation Rate (%),US,1945-09-30 00:00:00,2.26
Inflation Rate (%),US,1945-08-31 00:00:00,2.26
Inflation Rate (%),US,1945-07-31 00:00:00,2.26
Inflation Rate (%),US,1945-06-30 00:00:00,2.84
Inflation Rate (%),US,1945-05-31 00:00:00,2.29
Inflation Rate (%),US,1945-04-30 00:00:00,1.71
Inflation Rate (%),US,1945-03-31 00:00:00,2.3
Inflation Rate (%),US,1945-02-28 00:00:00,2.3
Inflation Rate (%),US,1945-01-31 00:00:00,2.3
Inflation Rate (%),US,1944-12-31 00:00:00,2.3
Inflation Rate (%),US,1944-11-30 00:00:00,1.72
Inflation Rate (%),US,1944-10-31 00:00:00,1.72
Inflation Rate (%),US,1944-09-30 00:00:00,1.72
Inflation Rate (%),US,1944-08-31 00:00:00,2.31
Inflation Rate (%),US,1944-07-31 00:00:00,1.72
Inflation Rate (%),US,1944-06-30 00:00:00,0.57
Inflation Rate (%),US,1944-05-31 00:00:00,0.0
Inflation Rate (%),US,1944-04-30 00:00:00,0.57
Inflation Rate (%),US,1944-03-31 00:00:00,1.16
Inflation Rate (%),US,1944-02-29 00:00:00,2.96
Inflation Rate (%),US,1944-01-31 00:00:00,2.96
